,FullGeoName,Year,Travel status,County,Count,Legend,Notes,LegendInts
316,"CO, Denver",2023,All,8031,7,5 to 49,"CO, Denver, City and County of",49
317,"CT, Western Connecticut",2023,All,9190,5,5 to 49,"CT, NA",49
318,"DE, New Castle",2023,All,10003,5,5 to 49,"DE, New Castle County",49
319,"DC, Washington",2023,All,11001,6,5 to 49,"DC, District of Columbia",49
320,"FL, Collier",2023,All,12021,7,5 to 49,"FL, Collier County",49
321,"FL, Duval",2023,All,12031,6,5 to 49,"FL, Duval County",49
322,"FL, Hardee",2023,All,12049,20,5 to 49,"FL, Hardee County",49
323,"FL, Hillsborough",2023,All,12057,35,5 to 49,"FL, Hillsborough County",49
324,"FL, Lee",2023,All,12071,16,5 to 49,"FL, Lee County",49
325,"FL, Orange",2023,All,12095,15,5 to 49,"FL, Orange County",49
326,"FL, Osceola",2023,All,12097,9,5 to 49,"FL, Osceola County",49
327,"FL, Palm Beach",2023,All,12099,35,5 to 49,"FL, Palm Beach County",49
328,"FL, Pinellas",2023,All,12103,6,5 to 49,"FL, Pinellas County",49
329,"FL, Polk",2023,All,12105,9,5 to 49,"FL, Polk County",49
330,"FL, St Lucie",2023,All,12111,8,5 to 49,"FL, St. Lucie County",49
331,"FL, Sarasota",2023,All,12115,5,5 to 49,"FL, Sarasota County",49
332,"FL, Volusia",2023,All,12127,5,5 to 49,"FL, Volusia County",49
333,"GA, Fulton",2023,All,13121,7,5 to 49,"GA, Fulton County",49
334,"GA, Gwinnett",2023,All,13135,10,5 to 49,"GA, Gwinnett County",49
335,"IL, Cook",2023,All,17031,34,5 to 49,"IL, Cook County",49
336,"IL, Du Page",2023,All,17043,5,5 to 49,"IL, DuPage County",49
337,"KY, Jefferson",2023,All,21111,6,5 to 49,"KY, Jefferson County",49
338,"LA, Orleans Parish",2023,All,22071,6,5 to 49,"LA, Orleans Parish",49
339,"MD, Anne Arundel",2023,All,24003,5,5 to 49,"MD, Anne Arundel County",49
340,"MD, Montgomery",2023,All,24031,8,5 to 49,"MD, Montgomery County",49
341,"MA, Essex",2023,All,25009,8,5 to 49,"MA, Essex County",49
342,"MA, Middlesex",2023,All,25017,21,5 to 49,"MA, Middlesex County",49
343,"MA, Suffolk",2023,All,25025,14,5 to 49,"MA, Suffolk County",49
344,"MA, Worcester",2023,All,25027,7,5 to 49,"MA, Worcester County",49
345,"MI, Oakland",2023,All,26125,5,5 to 49,"MI, Oakland County",49
346,"MN, Hennepin",2023,All,27053,7,5 to 49,"MN, Hennepin County",49
347,"MO, St Louis",2023,All,29189,5,5 to 49,"MO, St. Louis County",49
348,"NJ, Bergen",2023,All,34003,8,5 to 49,"NJ, Bergen County",49
349,"NJ, Camden",2023,All,34007,6,5 to 49,"NJ, Camden County",49
350,"NJ, Essex",2023,All,34013,8,5 to 49,"NJ, Essex County",49
351,"NJ, Hudson",2023,All,34017,18,5 to 49,"NJ, Hudson County",49
352,"NJ, Middlesex",2023,All,34023,9,5 to 49,"NJ, Middlesex County",49
353,"NJ, Monmouth",2023,All,34025,5,5 to 49,"NJ, Monmouth County",49
354,"NJ, Morris",2023,All,34027,5,5 to 49,"NJ, Morris County",49
355,"NJ, Passaic",2023,All,34031,9,5 to 49,"NJ, Passaic County",49
356,"NJ, Union",2023,All,34039,8,5 to 49,"NJ, Union County",49
357,"NY, Kings",2023,All,36047,36,5 to 49,"NY, Kings County",49
358,"NY, Nassau",2023,All,36059,25,5 to 49,"NY, Nassau County",49
359,"NY, Orange",2023,All,36071,5,5 to 49,"NY, Orange County",49
360,"NY, Queens",2023,All,36081,39,5 to 49,"NY, Queens County",49
361,"NY, Suffolk",2023,All,36103,8,5 to 49,"NY, Suffolk County",49
362,"NY, Westchester",2023,All,36119,15,5 to 49,"NY, Westchester County",49
363,"PA, Delaware",2023,All,42045,5,5 to 49,"PA, Delaware County",49
364,"PA, Philadelphia",2023,All,42101,11,5 to 49,"PA, Philadelphia County",49
365,"RI, Providence",2023,All,44007,11,5 to 49,"RI, Providence County",49
366,"TX, Collin",2023,All,48085,8,5 to 49,"TX, Collin County",49
367,"TX, Dallas",2023,All,48113,13,5 to 49,"TX, Dallas County; In 2023, the county of acquisition for the Dallas, TX case was Val Verde County.",49
368,"TX, Denton",2023,All,48121,5,5 to 49,"TX, Denton County",49
369,"TX, Fort Bend",2023,All,48157,5,5 to 49,"TX, Fort Bend County",49
370,"TX, Harris",2023,All,48201,10,5 to 49,"TX, Harris County",49
371,"TX, Tarrant",2023,All,48439,8,5 to 49,"TX, Tarrant County",49
372,"TX, Travis",2023,All,48453,6,5 to 49,"TX, Travis County",49
373,"UT, Salt Lake",2023,All,49035,7,5 to 49,"UT, Salt Lake County",49
374,"VA, Fairfax",2023,All,51059,7,5 to 49,"VA, Fairfax County",49
375,"VA, Loudoun",2023,All,51107,6,5 to 49,"VA, Loudoun County",49
376,"WA, King",2023,All,53033,15,5 to 49,"WA, King County",49
377,"WA, Pierce",2023,All,53053,5,5 to 49,"WA, Pierce County",49
378,"PR, Adjuntas",2023,All,72001,6,5 to 49,"PR, Adjuntas Municipality",49
379,"PR, Aguadilla",2023,All,72005,38,5 to 49,"PR, Aguadilla Municipality",49
380,"PR, Aguas Buenas",2023,All,72007,6,5 to 49,"PR, Aguas Buenas Municipality",49
381,"PR, Anasco",2023,All,72011,13,5 to 49,"PR, Anasco Municipality",49
382,"PR, Cabo Rojo",2023,All,72023,11,5 to 49,"PR, Cabo Rojo Municipality",49
383,"PR, Caguas",2023,All,72025,25,5 to 49,"PR, Caguas Municipality",49
384,"PR, Camuy",2023,All,72027,16,5 to 49,"PR, Camuy Municipality",49
385,"PR, Canovanas",2023,All,72029,6,5 to 49,"PR, Canovanas Municipality",49
386,"PR, Catano",2023,All,72033,12,5 to 49,"PR, Catano Municipality",49
387,"PR, Coamo",2023,All,72043,5,5 to 49,"PR, Coamo Municipality",49
388,"PR, Corozal",2023,All,72047,7,5 to 49,"PR, Corozal Municipality",49
389,"PR, Dorado",2023,All,72051,7,5 to 49,"PR, Dorado Municipality",49
390,"PR, Guaynabo",2023,All,72061,19,5 to 49,"PR, Guaynabo Municipality",49
391,"PR, Gurabo",2023,All,72063,5,5 to 49,"PR, Gurabo Municipality",49
392,"PR, Hatillo",2023,All,72065,14,5 to 49,"PR, Hatillo Municipality",49
393,"PR, Hormigueros",2023,All,72067,10,5 to 49,"PR, Hormigueros Municipality",49
394,"PR, Humacao Municipality",2023,All,72069,12,5 to 49,"PR, Humacao Municipality",49
395,"PR, Isabela",2023,All,72071,11,5 to 49,"PR, Isabela Municipality",49
396,"PR, Juana Diaz",2023,All,72075,7,5 to 49,"PR, Juana Diaz Municipality",49
397,"PR, Juncos",2023,All,72077,14,5 to 49,"PR, Juncos Municipality",49
398,"PR, Lajas",2023,All,72079,15,5 to 49,"PR, Lajas Municipality",49
399,"PR, Lares",2023,All,72081,9,5 to 49,"PR, Lares Municipality",49
400,"PR, Las Piedras",2023,All,72085,15,5 to 49,"PR, Las Piedras Municipality",49
401,"PR, Mayaguez",2023,All,72097,35,5 to 49,"PR, Mayaguez Municipality",49
402,"PR, Moca",2023,All,72099,28,5 to 49,"PR, Moca Municipality",49
403,"PR, Morovis",2023,All,72101,7,5 to 49,"PR, Morovis Municipality",49
404,"PR, Orocovis",2023,All,72107,10,5 to 49,"PR, Orocovis Municipality",49
405,"PR, Penuelas",2023,All,72111,6,5 to 49,"PR, Penuelas Municipality",49
406,"PR, Ponce",2023,All,72113,35,5 to 49,"PR, Ponce Municipality",49
407,"PR, Quebradillas",2023,All,72115,22,5 to 49,"PR, Quebradillas Municipality",49
408,"PR, Rio Grande",2023,All,72119,9,5 to 49,"PR, Rio Grande Municipality",49
409,"PR, Sabana Grande",2023,All,72121,6,5 to 49,"PR, Sabana Grande Municipality",49
410,"PR, San German",2023,All,72125,6,5 to 49,"PR, San German Municipality",49
411,"PR, San Lorenzo",2023,All,72129,6,5 to 49,"PR, San Lorenzo Municipality",49
412,"PR, San Sabastian",2023,All,72131,11,5 to 49,"PR, San Sebastian Municipality",49
413,"PR, Toa Alta",2023,All,72135,21,5 to 49,"PR, Toa Alta Municipality",49
414,"PR, Toa Baja",2023,All,72137,16,5 to 49,"PR, Toa Baja Municipality",49
415,"PR, Trujillo Alto",2023,All,72139,37,5 to 49,"PR, Trujillo Alto Municipality",49
416,"PR, Utuado",2023,All,72141,8,5 to 49,"PR, Utuado Municipality",49
417,"PR, Vega Baja",2023,All,72145,9,5 to 49,"PR, Vega Baja Municipality",49
418,"PR, Yauco",2023,All,72153,5,5 to 49,"PR, Yauco Municipality",49
419,"CA, Los Angeles",2023,All,6037,80,50 to 249,"CA, Los Angeles County",249
420,"FL, Broward",2023,All,12011,60,50 to 249,"FL, Broward County",249
421,"NY, Bronx",2023,All,36005,50,50 to 249,"NY, Bronx County",249
422,"NY, New York",2023,All,36061,53,50 to 249,"NY, New York County",249
423,"PR, Aguada",2023,All,72003,92,50 to 249,"PR, Aguada Municipality",249
424,"PR, Arecibo",2023,All,72013,54,50 to 249,"PR, Arecibo Municipality",249
425,"PR, Bayamon",2023,All,72021,125,50 to 249,"PR, Bayamon Municipality",249
426,"PR, Carolina",2023,All,72031,59,50 to 249,"PR, Carolina Municipality",249
427,"PR, Rincon",2023,All,72117,96,50 to 249,"PR, Rincon Municipality",249
428,"FL, Miami-Dade",2023,All,12086,513,250+,"FL, Miami-Dade County",250
429,"PR, San Juan",2023,All,72127,266,250+,"PR, San Juan Municipality",250
