,FullGeoName,Year,Travel status,County,Count,Legend,Notes,LegendInts
879,"WI, Outagamie",2010 - 2023,All,55087,5,5 to 49,"WI, Outagamie County",49
880,"WI, Walworth",2010 - 2023,All,55127,6,5 to 49,"WI, Walworth County",49
881,"WI, Waukesha",2010 - 2023,All,55133,14,5 to 49,"WI, Waukesha County",49
882,"WY, Teton",2010 - 2023,All,56039,5,5 to 49,"WY, Teton County",49
883,,2010 - 2023,All,64000,8,5 to 49,"FM, Unk",49
884,"GU, Guam",2010 - 2023,All,66010,33,5 to 49,"GU, Guam",49
885,"PR, Aibonito",2010 - 2023,All,72009,17,5 to 49,"PR, Aibonito Municipality",49
886,"PR, Barranquitas",2010 - 2023,All,72019,29,5 to 49,"PR, Barranquitas Municipality",49
887,"PR, Ceiba",2010 - 2023,All,72037,43,5 to 49,"PR, Ceiba Municipality",49
888,"PR, Cidra",2010 - 2023,All,72041,47,5 to 49,"PR, Cidra Municipality",49
889,"PR, Culebra",2010 - 2023,All,72049,27,5 to 49,"PR, Culebra Municipality",49
890,"PR, Vieques",2010 - 2023,All,72147,14,5 to 49,"PR, Vieques Municipality",49
891,"VI, St. John",2010 - 2023,All,78020,39,5 to 49,"VI, Saint John Island",49
892,"AZ, Maricopa",2010 - 2023,All,4013,128,50 to 249,"AZ, Maricopa County",249
893,"AZ, Yuma",2010 - 2023,All,4027,72,50 to 249,"AZ, Yuma County",249
894,"CA, Alameda",2010 - 2023,All,6001,144,50 to 249,"CA, Alameda County",249
895,"CA, Contra Costa",2010 - 2023,All,6013,64,50 to 249,"CA, Contra Costa County",249
896,"CA, Orange",2010 - 2023,All,6059,133,50 to 249,"CA, Orange County",249
897,"CA, San Diego",2010 - 2023,All,6073,155,50 to 249,"CA, San Diego County",249
898,"CA, San Francisco",2010 - 2023,All,6075,61,50 to 249,"CA, San Francisco, City and County of",249
899,"CA, San Mateo",2010 - 2023,All,6081,74,50 to 249,"CA, San Mateo County",249
900,"CA, Santa Clara",2010 - 2023,All,6085,212,50 to 249,"CA, Santa Clara County",249
901,"DC, Washington",2010 - 2023,All,11001,52,50 to 249,"DC, District of Columbia",249
902,"FL, Hillsborough",2010 - 2023,All,12057,183,50 to 249,"FL, Hillsborough County",249
903,"FL, Lee",2010 - 2023,All,12071,72,50 to 249,"FL, Lee County",249
904,"FL, Monroe",2010 - 2023,All,12087,136,50 to 249,"FL, Monroe County",249
905,"FL, Orange",2010 - 2023,All,12095,101,50 to 249,"FL, Orange County",249
906,"FL, Palm Beach",2010 - 2023,All,12099,164,50 to 249,"FL, Palm Beach County",249
907,"HI, Honolulu",2010 - 2023,All,15003,86,50 to 249,"HI, Honolulu, City and County of",249
908,"IL, Cook",2010 - 2023,All,17031,190,50 to 249,"IL, Cook County",249
909,"MA, Suffolk",2010 - 2023,All,25025,55,50 to 249,"MA, Suffolk County",249
910,"MN, Hennepin",2010 - 2023,All,27053,75,50 to 249,"MN, Hennepin County",249
911,"NJ, Bergen",2010 - 2023,All,34003,56,50 to 249,"NJ, Bergen County",249
912,"NJ, Hudson",2010 - 2023,All,34017,76,50 to 249,"NJ, Hudson County",249
913,"NJ, Middlesex",2010 - 2023,All,34023,73,50 to 249,"NJ, Middlesex County",249
914,"NY, Kings",2010 - 2023,All,36047,222,50 to 249,"NY, Kings County",249
915,"NY, Nassau",2010 - 2023,All,36059,87,50 to 249,"NY, Nassau County",249
916,"NY, Queens",2010 - 2023,All,36081,243,50 to 249,"NY, Queens County",249
917,"NY, Suffolk",2010 - 2023,All,36103,57,50 to 249,"NY, Suffolk County",249
918,"NY, Westchester",2010 - 2023,All,36119,85,50 to 249,"NY, Westchester County",249
919,"TX, Dallas",2010 - 2023,All,48113,70,50 to 249,"TX, Dallas County; In 2023, the county of acquisition for the Dallas, TX case was Val Verde County.",249
920,"TX, Harris",2010 - 2023,All,48201,101,50 to 249,"TX, Harris County",249
921,"VA, Fairfax",2010 - 2023,All,51059,69,50 to 249,"VA, Fairfax County",249
922,"WA, King",2010 - 2023,All,53033,116,50 to 249,"WA, King County",249
923,,2010 - 2023,All,64060,50,50 to 249,"FM, Yap",249
924,,2010 - 2023,All,70001,72,50 to 249,"PW, Unk",249
925,"PR, Adjuntas",2010 - 2023,All,72001,169,50 to 249,"PR, Adjuntas Municipality",249
926,"PR, Aguas Buenas",2010 - 2023,All,72007,75,50 to 249,"PR, Aguas Buenas Municipality",249
927,"PR, Arroyo",2010 - 2023,All,72015,229,50 to 249,"PR, Arroyo Municipality",249
928,"PR, Barceloneta",2010 - 2023,All,72017,114,50 to 249,"PR, Barceloneta Municipality",249
929,"PR, Cayey",2010 - 2023,All,72035,85,50 to 249,"PR, Cayey Municipality",249
930,"PR, Ciales Municipality",2010 - 2023,All,72039,120,50 to 249,"PR, Ciales Municipality",249
931,"PR, Coamo",2010 - 2023,All,72043,161,50 to 249,"PR, Coamo Municipality",249
932,"PR, Comerio",2010 - 2023,All,72045,84,50 to 249,"PR, Comerio Municipality",249
933,"PR, Dorado",2010 - 2023,All,72051,247,50 to 249,"PR, Dorado Municipality",249
934,"PR, Fajardo",2010 - 2023,All,72053,164,50 to 249,"PR, Fajardo Municipality",249
935,"PR, Florida",2010 - 2023,All,72054,109,50 to 249,"PR, Florida Municipality",249
936,"PR, Guanica",2010 - 2023,All,72055,127,50 to 249,"PR, Guanica Municipality",249
937,"PR, Guayanilla",2010 - 2023,All,72059,154,50 to 249,"PR, Guayanilla Municipality",249
938,"PR, Gurabo",2010 - 2023,All,72063,238,50 to 249,"PR, Gurabo Municipality",249
939,"PR, Hormigueros",2010 - 2023,All,72067,140,50 to 249,"PR, Hormigueros Municipality",249
940,"PR, Jayuya",2010 - 2023,All,72073,151,50 to 249,"PR, Jayuya Municipality",249
941,"PR, Lajas",2010 - 2023,All,72079,182,50 to 249,"PR, Lajas Municipality",249
942,"PR, Las Marias",2010 - 2023,All,72083,157,50 to 249,"PR, Las Marias Municipality",249
943,"PR, Las Piedras",2010 - 2023,All,72085,246,50 to 249,"PR, Las Piedras Municipality",249
944,"PR, Loiza",2010 - 2023,All,72087,76,50 to 249,"PR, Loiza Municipality",249
945,"PR, Luquillo",2010 - 2023,All,72089,101,50 to 249,"PR, Luquillo Municipality",249
946,"PR, Maricao",2010 - 2023,All,72093,105,50 to 249,"PR, Maricao Municipality",249
947,"PR, Maunabo",2010 - 2023,All,72095,120,50 to 249,"PR, Maunabo Municipality",249
948,"PR, Morovis",2010 - 2023,All,72101,235,50 to 249,"PR, Morovis Municipality",249
949,"PR, Nabuabo",2010 - 2023,All,72103,129,50 to 249,"PR, Naguabo Municipality",249
950,"PR, Orocovis",2010 - 2023,All,72107,89,50 to 249,"PR, Orocovis Municipality",249
951,"PR, Penuelas",2010 - 2023,All,72111,186,50 to 249,"PR, Penuelas Municipality",249
952,"PR, Sabana Grande",2010 - 2023,All,72121,152,50 to 249,"PR, Sabana Grande Municipality",249
953,"PR, San Lorenzo",2010 - 2023,All,72129,210,50 to 249,"PR, San Lorenzo Municipality",249
954,"PR, Santa Isabel",2010 - 2023,All,72133,166,50 to 249,"PR, Santa Isabel Municipality",249
955,"PR, Vega Alta",2010 - 2023,All,72143,185,50 to 249,"PR, Vega Alta Municipality",249
956,"PR, Villalba",2010 - 2023,All,72149,227,50 to 249,"PR, Villalba Municipality",249
957,"PR, Yabucoa",2010 - 2023,All,72151,214,50 to 249,"PR, Yabucoa Municipality",249
958,"PR, Yauco",2010 - 2023,All,72153,146,50 to 249,"PR, Yauco Municipality",249
959,"VI, St. Croix",2010 - 2023,All,78010,232,50 to 249,"VI, Saint Croix Island",249
960,"VI, St. Thomas",2010 - 2023,All,78030,82,50 to 249,"VI, Saint Thomas Island",249
961,"CA, Los Angeles",2010 - 2023,All,6037,401,250+,"CA, Los Angeles County",250
962,"FL, Broward",2010 - 2023,All,12011,272,250+,"FL, Broward County",250
963,"FL, Miami-Dade",2010 - 2023,All,12086,1818,250+,"FL, Miami-Dade County",250
964,"HI, Hawaii",2010 - 2023,All,15001,267,250+,"HI, Hawaii County",250
965,"NY, Bronx",2010 - 2023,All,36005,253,250+,"NY, Bronx County",250
966,"NY, New York",2010 - 2023,All,36061,337,250+,"NY, New York County",250
967,"AS, Eastern District",2010 - 2023,All,60010,275,250+,"AS, Eastern District",250
968,"AS, Tutuila",2010 - 2023,All,60050,385,250+,"AS, Western District",250
969,"PR, Aguada",2010 - 2023,All,72003,727,250+,"PR, Aguada Municipality",250
970,"PR, Aguadilla",2010 - 2023,All,72005,664,250+,"PR, Aguadilla Municipality",250
971,"PR, Anasco",2010 - 2023,All,72011,442,250+,"PR, Anasco Municipality",250
972,"PR, Arecibo",2010 - 2023,All,72013,1081,250+,"PR, Arecibo Municipality",250
973,"PR, Bayamon",2010 - 2023,All,72021,2283,250+,"PR, Bayamon Municipality",250
974,"PR, Cabo Rojo",2010 - 2023,All,72023,597,250+,"PR, Cabo Rojo Municipality",250
975,"PR, Caguas",2010 - 2023,All,72025,875,250+,"PR, Caguas Municipality",250
976,"PR, Camuy",2010 - 2023,All,72027,406,250+,"PR, Camuy Municipality",250
977,"PR, Canovanas",2010 - 2023,All,72029,293,250+,"PR, Canovanas Municipality",250
978,"PR, Carolina",2010 - 2023,All,72031,1630,250+,"PR, Carolina Municipality",250
979,"PR, Catano",2010 - 2023,All,72033,366,250+,"PR, Catano Municipality",250
980,"PR, Corozal",2010 - 2023,All,72047,347,250+,"PR, Corozal Municipality",250
981,"PR, Guayama",2010 - 2023,All,72057,448,250+,"PR, Guayama Municipality",250
982,"PR, Guaynabo",2010 - 2023,All,72061,841,250+,"PR, Guaynabo Municipality",250
983,"PR, Hatillo",2010 - 2023,All,72065,394,250+,"PR, Hatillo Municipality",250
984,"PR, Humacao Municipality",2010 - 2023,All,72069,351,250+,"PR, Humacao Municipality",250
985,"PR, Isabela",2010 - 2023,All,72071,560,250+,"PR, Isabela Municipality",250
986,"PR, Juana Diaz",2010 - 2023,All,72075,316,250+,"PR, Juana Diaz Municipality",250
987,"PR, Juncos",2010 - 2023,All,72077,357,250+,"PR, Juncos Municipality",250
988,"PR, Lares",2010 - 2023,All,72081,454,250+,"PR, Lares Municipality",250
989,"PR, Manati",2010 - 2023,All,72091,253,250+,"PR, Manati Municipality",250
990,"PR, Mayaguez",2010 - 2023,All,72097,1263,250+,"PR, Mayaguez Municipality",250
991,"PR, Moca",2010 - 2023,All,72099,632,250+,"PR, Moca Municipality",250
992,"PR, Naranjito",2010 - 2023,All,72105,266,250+,"PR, Naranjito Municipality",250
993,"PR, Patillas",2010 - 2023,All,72109,540,250+,"PR, Patillas Municipality",250
994,"PR, Ponce",2010 - 2023,All,72113,1350,250+,"PR, Ponce Municipality",250
995,"PR, Quebradillas",2010 - 2023,All,72115,381,250+,"PR, Quebradillas Municipality",250
996,"PR, Rincon",2010 - 2023,All,72117,497,250+,"PR, Rincon Municipality",250
997,"PR, Rio Grande",2010 - 2023,All,72119,304,250+,"PR, Rio Grande Municipality",250
998,"PR, Salinas",2010 - 2023,All,72123,319,250+,"PR, Salinas Municipality",250
999,"PR, San German",2010 - 2023,All,72125,306,250+,"PR, San German Municipality",250
1000,"PR, San Juan",2010 - 2023,All,72127,4299,250+,"PR, San Juan Municipality",250
1001,"PR, San Sabastian",2010 - 2023,All,72131,652,250+,"PR, San Sebastian Municipality",250
1002,"PR, Toa Alta",2010 - 2023,All,72135,604,250+,"PR, Toa Alta Municipality",250
1003,"PR, Toa Baja",2010 - 2023,All,72137,728,250+,"PR, Toa Baja Municipality",250
1004,"PR, Trujillo Alto",2010 - 2023,All,72139,746,250+,"PR, Trujillo Alto Municipality",250
1005,"PR, Utuado",2010 - 2023,All,72141,303,250+,"PR, Utuado Municipality",250
1006,"PR, Vega Baja",2010 - 2023,All,72145,415,250+,"PR, Vega Baja Municipality",250
