FullGeoName,Year,Travel status,County,Count,Legend,Notes
"NV, Clark",2016,Travel associated,32003,5,5 to 49,"NV, Clark County"
"NJ, Bergen",2016,Travel associated,34003,13,5 to 49,"NJ, Bergen County"
"NJ, Hudson",2016,Travel associated,34017,8,5 to 49,"NJ, Hudson County"
"NJ, Middlesex",2016,Travel associated,34023,8,5 to 49,"NJ, Middlesex County"
"NJ, Passaic",2016,Travel associated,34031,5,5 to 49,"NJ, Passaic County"
"NY, Bronx",2016,Travel associated,36005,24,5 to 49,"NY, Bronx County"
"NY, Kings",2016,Travel associated,36047,26,5 to 49,"NY, Kings County"
"NY, Nassau",2016,Travel associated,36059,9,5 to 49,"NY, Nassau County"
"NY, New York",2016,Travel associated,36061,21,5 to 49,"NY, New York County"
"NY, Queens",2016,Travel associated,36081,21,5 to 49,"NY, Queens County"
"NY, Westchester",2016,Travel associated,36119,13,5 to 49,"NY, Westchester County"
"PA, Allegheny",2016,Travel associated,42003,5,5 to 49,"PA, Allegheny County"
"RI, Providence",2016,Travel associated,44007,5,5 to 49,"RI, Providence County"
"SC, Lexington",2016,Travel associated,45063,5,5 to 49,"SC, Lexington County"
"TX, Dallas",2016,Travel associated,48113,8,5 to 49,"TX, Dallas County"
"TX, Harris",2016,Travel associated,48201,5,5 to 49,"TX, Harris County"
"VA, Arlington",2016,Travel associated,51013,7,5 to 49,"VA, Arlington County"
"VA, Fairfax",2016,Travel associated,51059,9,5 to 49,"VA, Fairfax County"
"WA, King",2016,Travel associated,53033,18,5 to 49,"WA, King County"
"CA, Los Angeles",2016,Travel associated,06037,52,50 to 249,"CA, Los Angeles County"
