FullGeoName,Year,Travel status,County,Count,Legend,Notes
"NE, Dodge",2021,Travel associated,31053,1 to 4,1 to 4,"NE, Dodge County"
"NE, Lancaster",2021,Travel associated,31109,1 to 4,1 to 4,"NE, Lancaster County"
"NJ, Burlington",2021,Travel associated,34005,1 to 4,1 to 4,"NJ, Burlington County"
"NJ, Camden",2021,Travel associated,34007,1 to 4,1 to 4,"NJ, Camden County"
"NJ, Hudson",2021,Travel associated,34017,1 to 4,1 to 4,"NJ, Hudson County"
"NJ, Mercer",2021,Travel associated,34021,1 to 4,1 to 4,"NJ, Mercer County"
"NJ, Middlesex",2021,Travel associated,34023,1 to 4,1 to 4,"NJ, Middlesex County"
"NJ, Monmouth",2021,Travel associated,34025,1 to 4,1 to 4,"NJ, Monmouth County"
"NJ, Somerset",2021,Travel associated,34035,1 to 4,1 to 4,"NJ, Somerset County"
"NJ, Union",2021,Travel associated,34039,1 to 4,1 to 4,"NJ, Union County"
"NY, Bronx",2021,Travel associated,36005,1 to 4,1 to 4,"NY, Bronx County"
"NY, Kings",2021,Travel associated,36047,1 to 4,1 to 4,"NY, Kings County"
"NY, Monroe",2021,Travel associated,36055,1 to 4,1 to 4,"NY, Monroe County"
"NY, Nassau",2021,Travel associated,36059,1 to 4,1 to 4,"NY, Nassau County"
"NY, Oneida",2021,Travel associated,36065,1 to 4,1 to 4,"NY, Oneida County"
"NY, Queens",2021,Travel associated,36081,1 to 4,1 to 4,"NY, Queens County"
"NY, Schenectady",2021,Travel associated,36093,1 to 4,1 to 4,"NY, Schenectady County"
"NY, Sullivan",2021,Travel associated,36105,1 to 4,1 to 4,"NY, Sullivan County"
"NY, Westchester",2021,Travel associated,36119,1 to 4,1 to 4,"NY, Westchester County"
"NC, Wake",2021,Travel associated,37183,1 to 4,1 to 4,"NC, Wake County"
"OH, Butler",2021,Travel associated,39017,1 to 4,1 to 4,"OH, Butler County"
"OH, Fayette",2021,Travel associated,39047,1 to 4,1 to 4,"OH, Fayette County"
"OH, Tuscarawas",2021,Travel associated,39157,1 to 4,1 to 4,"OH, Tuscarawas County"
"OK, Comanche",2021,Travel associated,40031,1 to 4,1 to 4,"OK, Comanche County"
"PA, Chester",2021,Travel associated,42029,1 to 4,1 to 4,"PA, Chester County"
"PA, Lancaster",2021,Travel associated,42071,1 to 4,1 to 4,"PA, Lancaster County"
"PA, Lehigh",2021,Travel associated,42077,1 to 4,1 to 4,"PA, Lehigh County"
"PA, Montgomery",2021,Travel associated,42091,1 to 4,1 to 4,"PA, Montgomery County"
"PA, Pike",2021,Travel associated,42103,1 to 4,1 to 4,"PA, Pike County"
"RI, Providence",2021,Travel associated,44007,1 to 4,1 to 4,"RI, Providence County"
"SC, Lexington",2021,Travel associated,45063,1 to 4,1 to 4,"SC, Lexington County"
"TN, Carroll",2021,Travel associated,47017,1 to 4,1 to 4,"TN, Carroll County"
"TN, Shelby",2021,Travel associated,47157,1 to 4,1 to 4,"TN, Shelby County"
"TX, Bexar",2021,Travel associated,48029,1 to 4,1 to 4,"TX, Bexar County"
"TX, Brazoria",2021,Travel associated,48039,1 to 4,1 to 4,"TX, Brazoria County"
"TX, Collin",2021,Travel associated,48085,1 to 4,1 to 4,"TX, Collin County"
"TX, Dallas",2021,Travel associated,48113,1 to 4,1 to 4,"TX, Dallas County"
"TX, Denton",2021,Travel associated,48121,1 to 4,1 to 4,"TX, Denton County"
"TX, Maverick",2021,Travel associated,48323,1 to 4,1 to 4,"TX, Maverick County"
"TX, Montgomery",2021,Travel associated,48339,1 to 4,1 to 4,"TX, Montgomery County"
"TX, Tarrant",2021,Travel associated,48439,1 to 4,1 to 4,"TX, Tarrant County"
"TX, Travis",2021,Travel associated,48453,1 to 4,1 to 4,"TX, Travis County"
"UT, Salt Lake",2021,Travel associated,49035,1 to 4,1 to 4,"UT, Salt Lake County"
"VA, Fairfax",2021,Travel associated,51059,1 to 4,1 to 4,"VA, Fairfax County"
"WA, King",2021,Travel associated,53033,1 to 4,1 to 4,"WA, King County"
"WI, Dane",2021,Travel associated,55025,1 to 4,1 to 4,"WI, Dane County"
"WI, Sheboygan",2021,Travel associated,55117,1 to 4,1 to 4,"WI, Sheboygan County"
"WI, Waukesha",2021,Travel associated,55133,1 to 4,1 to 4,"WI, Waukesha County"
"WY, Laramie",2021,Travel associated,56021,1 to 4,1 to 4,"WY, Laramie County"
"PR, Carolina",2021,Travel associated,72031,1 to 4,1 to 4,"PR, Carolina Municipality"
"PR, Guaynabo",2021,Travel associated,72061,1 to 4,1 to 4,"PR, Guaynabo Municipality"
"AZ, Maricopa",2021,Travel associated,04013,7,5 to 49,"AZ, Maricopa County"
"CA, Los Angeles",2021,Travel associated,06037,6,5 to 49,"CA, Los Angeles County"
"CA, Orange",2021,Travel associated,06059,5,5 to 49,"CA, Orange County"
"CA, Santa Clara",2021,Travel associated,06085,7,5 to 49,"CA, Santa Clara County"
"FL, Miami-Dade",2021,Travel associated,12086,16,5 to 49,"FL, Miami-Dade County"
"FL, Palm Beach",2021,Travel associated,12099,5,5 to 49,"FL, Palm Beach County"
"NY, New York",2021,Travel associated,36061,11,5 to 49,"NY, New York County"
"TX, Harris",2021,Travel associated,48201,5,5 to 49,"TX, Harris County"
