FullGeoName,Year,Travel status,County,Count,Legend,Notes
"FL, Collier",2010,Travel associated,12021,1 to 4,1 to 4,"FL, Collier County"
"FL, Duval",2010,Travel associated,12031,1 to 4,1 to 4,"FL, Duval County"
"FL, Escambia",2010,Travel associated,12033,1 to 4,1 to 4,"FL, Escambia County"
"FL, Flagler",2010,Travel associated,12035,1 to 4,1 to 4,"FL, Flagler County"
"FL, Hendry",2010,Travel associated,12051,1 to 4,1 to 4,"FL, Hendry County"
"FL, Lake",2010,Travel associated,12069,1 to 4,1 to 4,"FL, Lake County"
"FL, Lee",2010,Travel associated,12071,1 to 4,1 to 4,"FL, Lee County"
"FL, Manatee",2010,Travel associated,12081,1 to 4,1 to 4,"FL, Manatee County"
"FL, Marion",2010,Travel associated,12083,1 to 4,1 to 4,"FL, Marion County"
"FL, Monroe",2010,Travel associated,12087,1 to 4,1 to 4,"FL, Monroe County"
"FL, Pasco",2010,Travel associated,12101,1 to 4,1 to 4,"FL, Pasco County"
"FL, Pinellas",2010,Travel associated,12103,1 to 4,1 to 4,"FL, Pinellas County"
"FL, Polk",2010,Travel associated,12105,1 to 4,1 to 4,"FL, Polk County"
"FL, St Lucie",2010,Travel associated,12111,1 to 4,1 to 4,"FL, St. Lucie County"
"FL, Sarasota",2010,Travel associated,12115,1 to 4,1 to 4,"FL, Sarasota County"
"FL, Seminole",2010,Travel associated,12117,1 to 4,1 to 4,"FL, Seminole County"
"FL, Volusia",2010,Travel associated,12127,1 to 4,1 to 4,"FL, Volusia County"
"GA, Carroll",2010,Travel associated,13045,1 to 4,1 to 4,"GA, Carroll County"
"GA, Cobb",2010,Travel associated,13067,1 to 4,1 to 4,"GA, Cobb County"
"GA, De Kalb",2010,Travel associated,13089,1 to 4,1 to 4,"GA, DeKalb County"
"GA, Effingham",2010,Travel associated,13103,1 to 4,1 to 4,"GA, Effingham County"
"GA, Fulton",2010,Travel associated,13121,1 to 4,1 to 4,"GA, Fulton County"
"GA, Gwinnett",2010,Travel associated,13135,1 to 4,1 to 4,"GA, Gwinnett County"
"GA, Schley",2010,Travel associated,13249,1 to 4,1 to 4,"GA, Schley County"
"ID, Ada",2010,Travel associated,16001,1 to 4,1 to 4,"ID, Ada County"
"IL, Bureau",2010,Travel associated,17011,1 to 4,1 to 4,"IL, Bureau County"
"IL, Du Page",2010,Travel associated,17043,1 to 4,1 to 4,"IL, DuPage County"
"IL, Kane",2010,Travel associated,17089,1 to 4,1 to 4,"IL, Kane County"
"IL, Lake",2010,Travel associated,17097,1 to 4,1 to 4,"IL, Lake County"
"IL, Mclean",2010,Travel associated,17113,1 to 4,1 to 4,"IL, McLean County"
"IL, Madison",2010,Travel associated,17119,1 to 4,1 to 4,"IL, Madison County"
"IN, Allen",2010,Travel associated,18003,1 to 4,1 to 4,"IN, Allen County"
"IN, Brown",2010,Travel associated,18013,1 to 4,1 to 4,"IN, Brown County"
"IN, Howard",2010,Travel associated,18067,1 to 4,1 to 4,"IN, Howard County"
"IN, La Grange",2010,Travel associated,18087,1 to 4,1 to 4,"IN, LaGrange County"
"IN, Lake",2010,Travel associated,18089,1 to 4,1 to 4,"IN, Lake County"
"IN, Marion",2010,Travel associated,18097,1 to 4,1 to 4,"IN, Marion County"
"IN, Monroe",2010,Travel associated,18105,1 to 4,1 to 4,"IN, Monroe County"
"IN, Porter",2010,Travel associated,18127,1 to 4,1 to 4,"IN, Porter County"
"IN, Tippecanoe",2010,Travel associated,18157,1 to 4,1 to 4,"IN, Tippecanoe County"
"IN, Vigo",2010,Travel associated,18167,1 to 4,1 to 4,"IN, Vigo County"
"IA, Clinton",2010,Travel associated,19045,1 to 4,1 to 4,"IA, Clinton County"
"IA, Grundy",2010,Travel associated,19075,1 to 4,1 to 4,"IA, Grundy County"
"KS, Douglas",2010,Travel associated,20045,1 to 4,1 to 4,"KS, Douglas County"
"KS, Geary",2010,Travel associated,20061,1 to 4,1 to 4,"KS, Geary County"
"KS, Johnson",2010,Travel associated,20091,1 to 4,1 to 4,"KS, Johnson County"
"KS, Riley",2010,Travel associated,20161,1 to 4,1 to 4,"KS, Riley County"
"KY, Bullitt",2010,Travel associated,21029,1 to 4,1 to 4,"KY, Bullitt County"
"KY, Jefferson",2010,Travel associated,21111,1 to 4,1 to 4,"KY, Jefferson County"
"LA, Bossier Parish",2010,Travel associated,22015,1 to 4,1 to 4,"LA, Bossier Parish"
"LA, Jefferson Parish",2010,Travel associated,22051,1 to 4,1 to 4,"LA, Jefferson Parish"
"LA, Orleans Parish",2010,Travel associated,22071,1 to 4,1 to 4,"LA, Orleans Parish"
"ME, Cumberland",2010,Travel associated,23005,1 to 4,1 to 4,"ME, Cumberland County"
"ME, Franklin",2010,Travel associated,23007,1 to 4,1 to 4,"ME, Franklin County"
"ME, Kennebec",2010,Travel associated,23011,1 to 4,1 to 4,"ME, Kennebec County"
"MI, Gratiot",2010,Travel associated,26057,1 to 4,1 to 4,"MI, Gratiot County"
"MI, Kalamazoo",2010,Travel associated,26077,1 to 4,1 to 4,"MI, Kalamazoo County"
"MI, Kent",2010,Travel associated,26081,1 to 4,1 to 4,"MI, Kent County"
"MI, Oakland",2010,Travel associated,26125,1 to 4,1 to 4,"MI, Oakland County"
"MI, Washtenaw",2010,Travel associated,26161,1 to 4,1 to 4,"MI, Washtenaw County"
"MI, Wayne",2010,Travel associated,26163,1 to 4,1 to 4,"MI, Wayne County"
"MN, Crow Wing",2010,Travel associated,27035,1 to 4,1 to 4,"MN, Crow Wing County"
"MN, Dakota",2010,Travel associated,27037,1 to 4,1 to 4,"MN, Dakota County"
"MN, Ramsey",2010,Travel associated,27123,1 to 4,1 to 4,"MN, Ramsey County"
"MN, Scott",2010,Travel associated,27139,1 to 4,1 to 4,"MN, Scott County"
"MO, Cole",2010,Travel associated,29051,1 to 4,1 to 4,"MO, Cole County"
"MO, St Charles",2010,Travel associated,29183,1 to 4,1 to 4,"MO, St. Charles County"
"MO, St Louis",2010,Travel associated,29189,1 to 4,1 to 4,"MO, St. Louis County"
"MO, St Louis City",2010,Travel associated,29510,1 to 4,1 to 4,"MO, St. Louis, City of"
"MT, Cascade",2010,Travel associated,30013,1 to 4,1 to 4,"MT, Cascade County"
"MT, Flathead",2010,Travel associated,30029,1 to 4,1 to 4,"MT, Flathead County"
"MT, Lake",2010,Travel associated,30047,1 to 4,1 to 4,"MT, Lake County"
"MT, Missoula",2010,Travel associated,30063,1 to 4,1 to 4,"MT, Missoula County"
"NV, Clark",2010,Travel associated,32003,1 to 4,1 to 4,"NV, Clark County"
"NJ, Atlantic",2010,Travel associated,34001,1 to 4,1 to 4,"NJ, Atlantic County"
"NJ, Bergen",2010,Travel associated,34003,1 to 4,1 to 4,"NJ, Bergen County"
"NJ, Camden",2010,Travel associated,34007,1 to 4,1 to 4,"NJ, Camden County"
"NJ, Cumberland",2010,Travel associated,34011,1 to 4,1 to 4,"NJ, Cumberland County"
"NJ, Essex",2010,Travel associated,34013,1 to 4,1 to 4,"NJ, Essex County"
"NJ, Hudson",2010,Travel associated,34017,1 to 4,1 to 4,"NJ, Hudson County"
"NJ, Hunterdon",2010,Travel associated,34019,1 to 4,1 to 4,"NJ, Hunterdon County"
"NJ, Mercer",2010,Travel associated,34021,1 to 4,1 to 4,"NJ, Mercer County"
"NJ, Middlesex",2010,Travel associated,34023,1 to 4,1 to 4,"NJ, Middlesex County"
"NJ, Monmouth",2010,Travel associated,34025,1 to 4,1 to 4,"NJ, Monmouth County"
"NJ, Morris",2010,Travel associated,34027,1 to 4,1 to 4,"NJ, Morris County"
"NJ, Passaic",2010,Travel associated,34031,1 to 4,1 to 4,"NJ, Passaic County"
"NJ, Somerset",2010,Travel associated,34035,1 to 4,1 to 4,"NJ, Somerset County"
"NJ, Sussex",2010,Travel associated,34037,1 to 4,1 to 4,"NJ, Sussex County"
"NJ, Union",2010,Travel associated,34039,1 to 4,1 to 4,"NJ, Union County"
"NM, Grant",2010,Travel associated,35017,1 to 4,1 to 4,"NM, Grant County"
"NY, Broome",2010,Travel associated,36007,1 to 4,1 to 4,"NY, Broome County"
"NY, Dutchess",2010,Travel associated,36027,1 to 4,1 to 4,"NY, Dutchess County"
"NY, Livingston",2010,Travel associated,36051,1 to 4,1 to 4,"NY, Livingston County"
"NY, Monroe",2010,Travel associated,36055,1 to 4,1 to 4,"NY, Monroe County"
"NY, Rockland",2010,Travel associated,36087,1 to 4,1 to 4,"NY, Rockland County"
"NY, Saratoga",2010,Travel associated,36091,1 to 4,1 to 4,"NY, Saratoga County"
"NY, Suffolk",2010,Travel associated,36103,1 to 4,1 to 4,"NY, Suffolk County"
"NC, Bladen",2010,Travel associated,37017,1 to 4,1 to 4,"NC, Bladen County"
"NC, Buncombe",2010,Travel associated,37021,1 to 4,1 to 4,"NC, Buncombe County"
"NC, Craven",2010,Travel associated,37049,1 to 4,1 to 4,"NC, Craven County"
"NC, Johnston",2010,Travel associated,37101,1 to 4,1 to 4,"NC, Johnston County"
"NC, Mecklenburg",2010,Travel associated,37119,1 to 4,1 to 4,"NC, Mecklenburg County"
"NC, Orange",2010,Travel associated,37135,1 to 4,1 to 4,"NC, Orange County"
"NC, Wake",2010,Travel associated,37183,1 to 4,1 to 4,"NC, Wake County"
"ND, Logan",2010,Travel associated,38047,1 to 4,1 to 4,"ND, Logan County"
"OH, Cuyahoga",2010,Travel associated,39035,1 to 4,1 to 4,"OH, Cuyahoga County"
"OH, Delaware",2010,Travel associated,39041,1 to 4,1 to 4,"OH, Delaware County"
"OH, Franklin",2010,Travel associated,39049,1 to 4,1 to 4,"OH, Franklin County"
"OH, Knox",2010,Travel associated,39083,1 to 4,1 to 4,"OH, Knox County"
"OH, Logan",2010,Travel associated,39091,1 to 4,1 to 4,"OH, Logan County"
"OH, Lorain",2010,Travel associated,39093,1 to 4,1 to 4,"OH, Lorain County"
"OH, Medina",2010,Travel associated,39103,1 to 4,1 to 4,"OH, Medina County"
"OH, Montgomery",2010,Travel associated,39113,1 to 4,1 to 4,"OH, Montgomery County"
"OH, Stark",2010,Travel associated,39151,1 to 4,1 to 4,"OH, Stark County"
"OH, Summit",2010,Travel associated,39153,1 to 4,1 to 4,"OH, Summit County"
"OK, Canadian",2010,Travel associated,40017,1 to 4,1 to 4,"OK, Canadian County"
"OK, Cleveland",2010,Travel associated,40027,1 to 4,1 to 4,"OK, Cleveland County"
"OK, Stephens",2010,Travel associated,40137,1 to 4,1 to 4,"OK, Stephens County"
"OK, Tulsa",2010,Travel associated,40143,1 to 4,1 to 4,"OK, Tulsa County"
"PA, Allegheny",2010,Travel associated,42003,1 to 4,1 to 4,"PA, Allegheny County"
"PA, Berks",2010,Travel associated,42011,1 to 4,1 to 4,"PA, Berks County"
"PA, Bucks",2010,Travel associated,42017,1 to 4,1 to 4,"PA, Bucks County"
"PA, Centre",2010,Travel associated,42027,1 to 4,1 to 4,"PA, Centre County"
"PA, Cumberland",2010,Travel associated,42041,1 to 4,1 to 4,"PA, Cumberland County"
"PA, Delaware",2010,Travel associated,42045,1 to 4,1 to 4,"PA, Delaware County"
"PA, Lancaster",2010,Travel associated,42071,1 to 4,1 to 4,"PA, Lancaster County"
"PA, Lehigh",2010,Travel associated,42077,1 to 4,1 to 4,"PA, Lehigh County"
"PA, Northampton",2010,Travel associated,42095,1 to 4,1 to 4,"PA, Northampton County"
"PA, Philadelphia",2010,Travel associated,42101,1 to 4,1 to 4,"PA, Philadelphia County"
"PA, Washington",2010,Travel associated,42125,1 to 4,1 to 4,"PA, Washington County"
"PA, Wayne",2010,Travel associated,42127,1 to 4,1 to 4,"PA, Wayne County"
"RI, Bristol",2010,Travel associated,44001,1 to 4,1 to 4,"RI, Bristol County"
"SC, Aiken",2010,Travel associated,45003,1 to 4,1 to 4,"SC, Aiken County"
"SC, Anderson",2010,Travel associated,45007,1 to 4,1 to 4,"SC, Anderson County"
"SC, Charleston",2010,Travel associated,45019,1 to 4,1 to 4,"SC, Charleston County"
"SC, Greenville",2010,Travel associated,45045,1 to 4,1 to 4,"SC, Greenville County"
"SC, Greenwood",2010,Travel associated,45047,1 to 4,1 to 4,"SC, Greenwood County"
"SC, Kershaw",2010,Travel associated,45055,1 to 4,1 to 4,"SC, Kershaw County"
"SC, Lexington",2010,Travel associated,45063,1 to 4,1 to 4,"SC, Lexington County"
"SC, Marlboro",2010,Travel associated,45069,1 to 4,1 to 4,"SC, Marlboro County"
"SC, Richland",2010,Travel associated,45079,1 to 4,1 to 4,"SC, Richland County"
"SD, Jackson",2010,Travel associated,46071,1 to 4,1 to 4,"SD, Jackson County"
"TN, Bradley",2010,Travel associated,47011,1 to 4,1 to 4,"TN, Bradley County"
"TX, Brazos",2010,Travel associated,48041,1 to 4,1 to 4,"TX, Brazos County"
"TX, Collin",2010,Travel associated,48085,1 to 4,1 to 4,"TX, Collin County"
"TX, Comal",2010,Travel associated,48091,1 to 4,1 to 4,"TX, Comal County"
"TX, Denton",2010,Travel associated,48121,1 to 4,1 to 4,"TX, Denton County"
"TX, Fort Bend",2010,Travel associated,48157,1 to 4,1 to 4,"TX, Fort Bend County"
"TX, Harris",2010,Travel associated,48201,1 to 4,1 to 4,"TX, Harris County"
"TX, Hidalgo",2010,Travel associated,48215,1 to 4,1 to 4,"TX, Hidalgo County"
"TX, Hood",2010,Travel associated,48221,1 to 4,1 to 4,"TX, Hood County"
"TX, Midland",2010,Travel associated,48329,1 to 4,1 to 4,"TX, Midland County"
"TX, Montgomery",2010,Travel associated,48339,1 to 4,1 to 4,"TX, Montgomery County"
"TX, Tarrant",2010,Travel associated,48439,1 to 4,1 to 4,"TX, Tarrant County"
"TX, Travis",2010,Travel associated,48453,1 to 4,1 to 4,"TX, Travis County"
"TX, Wichita",2010,Travel associated,48485,1 to 4,1 to 4,"TX, Wichita County"
"TX, Williamson",2010,Travel associated,48491,1 to 4,1 to 4,"TX, Williamson County"
"VT, Chittenden",2010,Travel associated,50007,1 to 4,1 to 4,"VT, Chittenden County"
"VT, Rutland",2010,Travel associated,50021,1 to 4,1 to 4,"VT, Rutland County"
"VA, Albemarle",2010,Travel associated,51003,1 to 4,1 to 4,"VA, Albemarle County"
"VA, Arlington",2010,Travel associated,51013,1 to 4,1 to 4,"VA, Arlington County"
"VA, Fairfax",2010,Travel associated,51059,1 to 4,1 to 4,"VA, Fairfax County"
"VA, Loudoun",2010,Travel associated,51107,1 to 4,1 to 4,"VA, Loudoun County"
"VA, Montgomery",2010,Travel associated,51121,1 to 4,1 to 4,"VA, Montgomery County"
"VA, Rappahannock",2010,Travel associated,51157,1 to 4,1 to 4,"VA, Rappahannock County"
"VA, Shenandoah",2010,Travel associated,51171,1 to 4,1 to 4,"VA, Shenandoah County"
"VA, Spotsylvania",2010,Travel associated,51177,1 to 4,1 to 4,"VA, Spotsylvania County"
"VA, Stafford",2010,Travel associated,51179,1 to 4,1 to 4,"VA, Stafford County"
"VA, Charlottesville City",2010,Travel associated,51540,1 to 4,1 to 4,"VA, Charlottesville, City of"
"WA, Kitsap",2010,Travel associated,53035,1 to 4,1 to 4,"WA, Kitsap County"
"WA, Pierce",2010,Travel associated,53053,1 to 4,1 to 4,"WA, Pierce County"
"WA, Whatcom",2010,Travel associated,53073,1 to 4,1 to 4,"WA, Whatcom County"
"WV, Fayette",2010,Travel associated,54019,1 to 4,1 to 4,"WV, Fayette County"
"WV, Wood",2010,Travel associated,54107,1 to 4,1 to 4,"WV, Wood County"
"WI, Bayfield",2010,Travel associated,55007,1 to 4,1 to 4,"WI, Bayfield County"
"WI, Dane",2010,Travel associated,55025,1 to 4,1 to 4,"WI, Dane County"
"WI, Juneau",2010,Travel associated,55057,1 to 4,1 to 4,"WI, Juneau County"
"WI, La Crosse",2010,Travel associated,55063,1 to 4,1 to 4,"WI, La Crosse County"
"WI, Marathon",2010,Travel associated,55073,1 to 4,1 to 4,"WI, Marathon County"
"WI, Milwaukee",2010,Travel associated,55079,1 to 4,1 to 4,"WI, Milwaukee County"
"WI, Waukesha",2010,Travel associated,55133,1 to 4,1 to 4,"WI, Waukesha County"
"AZ, Maricopa",2010,Travel associated,04013,9,5 to 49,"AZ, Maricopa County"
"CA, Santa Clara",2010,Travel associated,06085,8,5 to 49,"CA, Santa Clara County"
"FL, Broward",2010,Travel associated,12011,19,5 to 49,"FL, Broward County"
"FL, Hillsborough",2010,Travel associated,12057,7,5 to 49,"FL, Hillsborough County"
"FL, Orange",2010,Travel associated,12095,8,5 to 49,"FL, Orange County"
"FL, Osceola",2010,Travel associated,12097,6,5 to 49,"FL, Osceola County"
"FL, Palm Beach",2010,Travel associated,12099,9,5 to 49,"FL, Palm Beach County"
"IL, Cook",2010,Travel associated,17031,10,5 to 49,"IL, Cook County"
"MN, Hennepin",2010,Travel associated,27053,6,5 to 49,"MN, Hennepin County"
"NE, Merrick",2010,Travel associated,31121,7,5 to 49,"NE, Merrick County"
"NY, Bronx",2010,Travel associated,36005,35,5 to 49,"NY, Bronx County"
"NY, Kings",2010,Travel associated,36047,27,5 to 49,"NY, Kings County"
"NY, Nassau",2010,Travel associated,36059,6,5 to 49,"NY, Nassau County"
"NY, Queens",2010,Travel associated,36081,23,5 to 49,"NY, Queens County"
"NY, Richmond",2010,Travel associated,36085,5,5 to 49,"NY, Richmond County"
"NY, Westchester",2010,Travel associated,36119,14,5 to 49,"NY, Westchester County"
"WA, King",2010,Travel associated,53033,9,5 to 49,"WA, King County"
"WA, Snohomish",2010,Travel associated,53061,5,5 to 49,"WA, Snohomish County"
"FL, Miami-Dade",2010,Travel associated,12086,53,50 to 249,"FL, Miami-Dade County"
"NY, New York",2010,Travel associated,36061,54,50 to 249,"NY, New York County"
