FullGeoName,Year,Travel status,County,Count,Legend,Notes
"CT, Middlesex",2017,Travel associated,09007,1 to 4,1 to 4,"CT, Middlesex County"
"CT, New Haven",2017,Travel associated,09009,1 to 4,1 to 4,"CT, New Haven County"
"CT, New London",2017,Travel associated,09011,1 to 4,1 to 4,"CT, New London County"
"DE, New Castle",2017,Travel associated,10003,1 to 4,1 to 4,"DE, New Castle County"
"FL, Brevard",2017,Travel associated,12009,1 to 4,1 to 4,"FL, Brevard County"
"FL, Broward",2017,Travel associated,12011,1 to 4,1 to 4,"FL, Broward County"
"FL, Manatee",2017,Travel associated,12081,1 to 4,1 to 4,"FL, Manatee County"
"FL, Palm Beach",2017,Travel associated,12099,1 to 4,1 to 4,"FL, Palm Beach County"
"GA, Baldwin",2017,Travel associated,13009,1 to 4,1 to 4,"GA, Baldwin County"
"GA, Clarke",2017,Travel associated,13059,1 to 4,1 to 4,"GA, Clarke County"
"GA, Clayton",2017,Travel associated,13063,1 to 4,1 to 4,"GA, Clayton County"
"GA, Fayette",2017,Travel associated,13113,1 to 4,1 to 4,"GA, Fayette County"
"GA, Paulding",2017,Travel associated,13223,1 to 4,1 to 4,"GA, Paulding County"
"HI, Hawaii",2017,Travel associated,15001,1 to 4,1 to 4,"HI, Hawaii County"
"HI, Maui",2017,Travel associated,15009,1 to 4,1 to 4,"HI, Maui County"
"IL, Du Page",2017,Travel associated,17043,1 to 4,1 to 4,"IL, DuPage County"
"IL, Lake",2017,Travel associated,17097,1 to 4,1 to 4,"IL, Lake County"
"IL, Mchenry",2017,Travel associated,17111,1 to 4,1 to 4,"IL, McHenry County"
"IL, Randolph",2017,Travel associated,17157,1 to 4,1 to 4,"IL, Randolph County"
"IL, St Clair",2017,Travel associated,17163,1 to 4,1 to 4,"IL, St. Clair County"
"IL, Will",2017,Travel associated,17197,1 to 4,1 to 4,"IL, Will County"
"IN, Hamilton",2017,Travel associated,18057,1 to 4,1 to 4,"IN, Hamilton County"
"IN, Marion",2017,Travel associated,18097,1 to 4,1 to 4,"IN, Marion County"
"IN, Tippecanoe",2017,Travel associated,18157,1 to 4,1 to 4,"IN, Tippecanoe County"
"IA, Dallas",2017,Travel associated,19049,1 to 4,1 to 4,"IA, Dallas County"
"IA, Muscatine",2017,Travel associated,19139,1 to 4,1 to 4,"IA, Muscatine County"
"IA, Pottawattamie",2017,Travel associated,19155,1 to 4,1 to 4,"IA, Pottawattamie County"
"IA, Webster",2017,Travel associated,19187,1 to 4,1 to 4,"IA, Webster County"
"IA, Woodbury",2017,Travel associated,19193,1 to 4,1 to 4,"IA, Woodbury County"
"KS, Johnson",2017,Travel associated,20091,1 to 4,1 to 4,"KS, Johnson County"
"KS, Sedgwick",2017,Travel associated,20173,1 to 4,1 to 4,"KS, Sedgwick County"
"KY, Mccracken",2017,Travel associated,21145,1 to 4,1 to 4,"KY, McCracken County"
"LA, St Tammany Parish",2017,Travel associated,22103,1 to 4,1 to 4,"LA, St. Tammany Parish"
"MD, Baltimore",2017,Travel associated,24005,1 to 4,1 to 4,"MD, Baltimore County"
"MD, Calvert",2017,Travel associated,24009,1 to 4,1 to 4,"MD, Calvert County"
"MD, Frederick",2017,Travel associated,24021,1 to 4,1 to 4,"MD, Frederick County"
"MD, Montgomery",2017,Travel associated,24031,1 to 4,1 to 4,"MD, Montgomery County"
"MD, Prince Georges",2017,Travel associated,24033,1 to 4,1 to 4,"MD, Prince George's County"
"MA, Middlesex",2017,Travel associated,25017,1 to 4,1 to 4,"MA, Middlesex County"
"MA, Suffolk",2017,Travel associated,25025,1 to 4,1 to 4,"MA, Suffolk County"
"MI, Kent",2017,Travel associated,26081,1 to 4,1 to 4,"MI, Kent County"
"MI, Washtenaw",2017,Travel associated,26161,1 to 4,1 to 4,"MI, Washtenaw County"
"MI, Wayne",2017,Travel associated,26163,1 to 4,1 to 4,"MI, Wayne County"
"MN, Anoka",2017,Travel associated,27003,1 to 4,1 to 4,"MN, Anoka County"
"MN, Dakota",2017,Travel associated,27037,1 to 4,1 to 4,"MN, Dakota County"
"MN, Ramsey",2017,Travel associated,27123,1 to 4,1 to 4,"MN, Ramsey County"
"MN, Swift",2017,Travel associated,27151,1 to 4,1 to 4,"MN, Swift County"
"MS, Forrest",2017,Travel associated,28035,1 to 4,1 to 4,"MS, Forrest County"
"MO, St Charles",2017,Travel associated,29183,1 to 4,1 to 4,"MO, St. Charles County"
"NE, Douglas",2017,Travel associated,31055,1 to 4,1 to 4,"NE, Douglas County"
"NJ, Bergen",2017,Travel associated,34003,1 to 4,1 to 4,"NJ, Bergen County"
"NJ, Camden",2017,Travel associated,34007,1 to 4,1 to 4,"NJ, Camden County"
"NJ, Cape May",2017,Travel associated,34009,1 to 4,1 to 4,"NJ, Cape May County"
"NJ, Gloucester",2017,Travel associated,34015,1 to 4,1 to 4,"NJ, Gloucester County"
"NJ, Mercer",2017,Travel associated,34021,1 to 4,1 to 4,"NJ, Mercer County"
"NJ, Monmouth",2017,Travel associated,34025,1 to 4,1 to 4,"NJ, Monmouth County"
"NJ, Somerset",2017,Travel associated,34035,1 to 4,1 to 4,"NJ, Somerset County"
"NJ, Warren",2017,Travel associated,34041,1 to 4,1 to 4,"NJ, Warren County"
"NY, Bronx",2017,Travel associated,36005,1 to 4,1 to 4,"NY, Bronx County"
"NY, Monroe",2017,Travel associated,36055,1 to 4,1 to 4,"NY, Monroe County"
"NY, Nassau",2017,Travel associated,36059,1 to 4,1 to 4,"NY, Nassau County"
"NY, Richmond",2017,Travel associated,36085,1 to 4,1 to 4,"NY, Richmond County"
"NY, Rockland",2017,Travel associated,36087,1 to 4,1 to 4,"NY, Rockland County"
"NY, Suffolk",2017,Travel associated,36103,1 to 4,1 to 4,"NY, Suffolk County"
"NY, Tompkins",2017,Travel associated,36109,1 to 4,1 to 4,"NY, Tompkins County"
"NC, Alamance",2017,Travel associated,37001,1 to 4,1 to 4,"NC, Alamance County"
"NC, Lincoln",2017,Travel associated,37109,1 to 4,1 to 4,"NC, Lincoln County"
"NC, Wake",2017,Travel associated,37183,1 to 4,1 to 4,"NC, Wake County"
"OH, Cuyahoga",2017,Travel associated,39035,1 to 4,1 to 4,"OH, Cuyahoga County"
"OH, Franklin",2017,Travel associated,39049,1 to 4,1 to 4,"OH, Franklin County"
"OH, Lucas",2017,Travel associated,39095,1 to 4,1 to 4,"OH, Lucas County"
"OH, Montgomery",2017,Travel associated,39113,1 to 4,1 to 4,"OH, Montgomery County"
"OH, Richland",2017,Travel associated,39139,1 to 4,1 to 4,"OH, Richland County"
"OK, Oklahoma",2017,Travel associated,40109,1 to 4,1 to 4,"OK, Oklahoma County"
"OK, Tulsa",2017,Travel associated,40143,1 to 4,1 to 4,"OK, Tulsa County"
"OR, Jackson",2017,Travel associated,41029,1 to 4,1 to 4,"OR, Jackson County"
"OR, Multnomah",2017,Travel associated,41051,1 to 4,1 to 4,"OR, Multnomah County"
"OR, Washington",2017,Travel associated,41067,1 to 4,1 to 4,"OR, Washington County"
"PA, Allegheny",2017,Travel associated,42003,1 to 4,1 to 4,"PA, Allegheny County"
"PA, Bucks",2017,Travel associated,42017,1 to 4,1 to 4,"PA, Bucks County"
"PA, Montgomery",2017,Travel associated,42091,1 to 4,1 to 4,"PA, Montgomery County"
"RI, Newport",2017,Travel associated,44005,1 to 4,1 to 4,"RI, Newport County"
"TX, Collin",2017,Travel associated,48085,1 to 4,1 to 4,"TX, Collin County"
"TX, Denton",2017,Travel associated,48121,1 to 4,1 to 4,"TX, Denton County"
"TX, Fort Bend",2017,Travel associated,48157,1 to 4,1 to 4,"TX, Fort Bend County"
"TX, Galveston",2017,Travel associated,48167,1 to 4,1 to 4,"TX, Galveston County"
"TX, Hidalgo",2017,Travel associated,48215,1 to 4,1 to 4,"TX, Hidalgo County"
"TX, Smith",2017,Travel associated,48423,1 to 4,1 to 4,"TX, Smith County"
"TX, Tarrant",2017,Travel associated,48439,1 to 4,1 to 4,"TX, Tarrant County"
"TX, Travis",2017,Travel associated,48453,1 to 4,1 to 4,"TX, Travis County"
"TX, Williamson",2017,Travel associated,48491,1 to 4,1 to 4,"TX, Williamson County"
"UT, Davis",2017,Travel associated,49011,1 to 4,1 to 4,"UT, Davis County"
"UT, Salt Lake",2017,Travel associated,49035,1 to 4,1 to 4,"UT, Salt Lake County"
"VA, Chesterfield",2017,Travel associated,51041,1 to 4,1 to 4,"VA, Chesterfield County"
"VA, Fairfax",2017,Travel associated,51059,1 to 4,1 to 4,"VA, Fairfax County"
"VA, Loudoun",2017,Travel associated,51107,1 to 4,1 to 4,"VA, Loudoun County"
"VA, Montgomery",2017,Travel associated,51121,1 to 4,1 to 4,"VA, Montgomery County"
"VA, Chesapeake City",2017,Travel associated,51550,1 to 4,1 to 4,"VA, Chesapeake, City of"
"VA, Roanoke City",2017,Travel associated,51770,1 to 4,1 to 4,"VA, Roanoke, City of"
"WA, Benton",2017,Travel associated,53005,1 to 4,1 to 4,"WA, Benton County"
"WA, Clark",2017,Travel associated,53011,1 to 4,1 to 4,"WA, Clark County"
"WA, Pierce",2017,Travel associated,53053,1 to 4,1 to 4,"WA, Pierce County"
"WA, Skagit",2017,Travel associated,53057,1 to 4,1 to 4,"WA, Skagit County"
"WA, Spokane",2017,Travel associated,53063,1 to 4,1 to 4,"WA, Spokane County"
"WA, Yakima",2017,Travel associated,53077,1 to 4,1 to 4,"WA, Yakima County"
"WI, Eau Claire",2017,Travel associated,55035,1 to 4,1 to 4,"WI, Eau Claire County"
"WI, Lafayette",2017,Travel associated,55065,1 to 4,1 to 4,"WI, Lafayette County"
"WI, Milwaukee",2017,Travel associated,55079,1 to 4,1 to 4,"WI, Milwaukee County"
"WI, Rock",2017,Travel associated,55105,1 to 4,1 to 4,"WI, Rock County"
"WI, Walworth",2017,Travel associated,55127,1 to 4,1 to 4,"WI, Walworth County"
"WI, Waukesha",2017,Travel associated,55133,1 to 4,1 to 4,"WI, Waukesha County"
"WI, Winnebago",2017,Travel associated,55139,1 to 4,1 to 4,"WI, Winnebago County"
"CA, Alameda",2017,Travel associated,06001,18,5 to 49,"CA, Alameda County"
"CA, Los Angeles",2017,Travel associated,06037,19,5 to 49,"CA, Los Angeles County"
"CA, Orange",2017,Travel associated,06059,10,5 to 49,"CA, Orange County"
"CA, Sacramento",2017,Travel associated,06067,6,5 to 49,"CA, Sacramento County"
"CA, San Diego",2017,Travel associated,06073,8,5 to 49,"CA, San Diego County"
"CA, Santa Clara",2017,Travel associated,06085,23,5 to 49,"CA, Santa Clara County"
"DC, Washington",2017,Travel associated,11001,5,5 to 49,"DC, District of Columbia"
"FL, Miami-Dade",2017,Travel associated,12086,9,5 to 49,"FL, Miami-Dade County"
"HI, Honolulu",2017,Travel associated,15003,16,5 to 49,"HI, Honolulu, City and County of"
"IL, Cook",2017,Travel associated,17031,16,5 to 49,"IL, Cook County"
"MI, Oakland",2017,Travel associated,26125,5,5 to 49,"MI, Oakland County"
"MN, Hennepin",2017,Travel associated,27053,5,5 to 49,"MN, Hennepin County"
"NJ, Middlesex",2017,Travel associated,34023,11,5 to 49,"NJ, Middlesex County"
"NY, Kings",2017,Travel associated,36047,6,5 to 49,"NY, Kings County"
"NY, New York",2017,Travel associated,36061,8,5 to 49,"NY, New York County"
"NY, Queens",2017,Travel associated,36081,12,5 to 49,"NY, Queens County"
"TX, Dallas",2017,Travel associated,48113,12,5 to 49,"TX, Dallas County"
"TX, Harris",2017,Travel associated,48201,13,5 to 49,"TX, Harris County"
"WA, King",2017,Travel associated,53033,7,5 to 49,"WA, King County"
"WI, Dane",2017,Travel associated,55025,8,5 to 49,"WI, Dane County"
