FullGeoName,Year,Travel status,County,Count,Legend,Notes
"AL, Jefferson",2022,Travel associated,01073,1 to 4,1 to 4,"AL, Jefferson County"
"AL, Madison",2022,Travel associated,01089,1 to 4,1 to 4,"AL, Madison County"
"AL, Mobile",2022,Travel associated,01097,1 to 4,1 to 4,"AL, Mobile County"
"AL, Montgomery",2022,Travel associated,01101,1 to 4,1 to 4,"AL, Montgomery County"
"AL, Morgan",2022,Travel associated,01103,1 to 4,1 to 4,"AL, Morgan County"
"AK, Anchorage Muny",2022,Travel associated,02020,1 to 4,1 to 4,"AK, Anchorage, Municipality of"
"AZ, Pima",2022,Travel associated,04019,1 to 4,1 to 4,"AZ, Pima County"
"AZ, Pinal",2022,Travel associated,04021,1 to 4,1 to 4,"AZ, Pinal County"
"AR, Pope",2022,Travel associated,05115,1 to 4,1 to 4,"AR, Pope County"
"CA, Contra Costa",2022,Travel associated,06013,1 to 4,1 to 4,"CA, Contra Costa County"
"CA, Fresno",2022,Travel associated,06019,1 to 4,1 to 4,"CA, Fresno County"
"CA, Kern",2022,Travel associated,06029,1 to 4,1 to 4,"CA, Kern County"
"CA, Monterey",2022,Travel associated,06053,1 to 4,1 to 4,"CA, Monterey County"
"CA, Napa",2022,Travel associated,06055,1 to 4,1 to 4,"CA, Napa County"
"CA, Placer",2022,Travel associated,06061,1 to 4,1 to 4,"CA, Placer County"
"CA, Riverside",2022,Travel associated,06065,1 to 4,1 to 4,"CA, Riverside County"
"CA, San Joaquin",2022,Travel associated,06077,1 to 4,1 to 4,"CA, San Joaquin County"
"CA, San Luis Obispo",2022,Travel associated,06079,1 to 4,1 to 4,"CA, San Luis Obispo County"
"CA, Santa Barbara",2022,Travel associated,06083,1 to 4,1 to 4,"CA, Santa Barbara County"
"CA, Shasta",2022,Travel associated,06089,1 to 4,1 to 4,"CA, Shasta County"
"CA, Solano",2022,Travel associated,06095,1 to 4,1 to 4,"CA, Solano County"
"CA, Ventura",2022,Travel associated,06111,1 to 4,1 to 4,"CA, Ventura County"
"CA, Yolo",2022,Travel associated,06113,1 to 4,1 to 4,"CA, Yolo County"
"CO, Arapahoe",2022,Travel associated,08005,1 to 4,1 to 4,"CO, Arapahoe County"
"CO, Denver",2022,Travel associated,08031,1 to 4,1 to 4,"CO, Denver, City and County of"
"CO, Douglas",2022,Travel associated,08035,1 to 4,1 to 4,"CO, Douglas County"
"CO, Eagle",2022,Travel associated,08037,1 to 4,1 to 4,"CO, Eagle County"
"CO, Garfield",2022,Travel associated,08045,1 to 4,1 to 4,"CO, Garfield County"
"CO, Jefferson",2022,Travel associated,08059,1 to 4,1 to 4,"CO, Jefferson County"
"CO, La Plata",2022,Travel associated,08067,1 to 4,1 to 4,"CO, La Plata County"
"CO, Larimer",2022,Travel associated,08069,1 to 4,1 to 4,"CO, Larimer County"
"CT, Fairfield",2022,Travel associated,09001,1 to 4,1 to 4,"CT, Fairfield County"
"CT, Hartford",2022,Travel associated,09003,1 to 4,1 to 4,"CT, Hartford County"
"FL, Alachua",2022,Travel associated,12001,1 to 4,1 to 4,"FL, Alachua County"
"FL, Brevard",2022,Travel associated,12009,1 to 4,1 to 4,"FL, Brevard County"
"FL, Charlotte",2022,Travel associated,12015,1 to 4,1 to 4,"FL, Charlotte County"
"FL, Escambia",2022,Travel associated,12033,1 to 4,1 to 4,"FL, Escambia County"
"FL, Flagler",2022,Travel associated,12035,1 to 4,1 to 4,"FL, Flagler County"
"FL, Hendry",2022,Travel associated,12051,1 to 4,1 to 4,"FL, Hendry County"
"FL, Hernando",2022,Travel associated,12053,1 to 4,1 to 4,"FL, Hernando County"
"FL, Indian River",2022,Travel associated,12061,1 to 4,1 to 4,"FL, Indian River County"
"FL, Lake",2022,Travel associated,12069,1 to 4,1 to 4,"FL, Lake County"
