FullGeoName,Year,Travel status,County,Count,Legend,Notes
"VA, Winchester City",2014,Travel associated,51840,1 to 4,1 to 4,"VA, Winchester, City of"
"WA, Clark",2014,Travel associated,53011,1 to 4,1 to 4,"WA, Clark County"
"WA, Pierce",2014,Travel associated,53053,1 to 4,1 to 4,"WA, Pierce County"
"WV, Tyler",2014,Travel associated,54095,1 to 4,1 to 4,"WV, Tyler County"
"WI, Brown",2014,Travel associated,55009,1 to 4,1 to 4,"WI, Brown County"
"WI, Dane",2014,Travel associated,55025,1 to 4,1 to 4,"WI, Dane County"
"WI, Oneida",2014,Travel associated,55085,1 to 4,1 to 4,"WI, Oneida County"
"WI, Outagamie",2014,Travel associated,55087,1 to 4,1 to 4,"WI, Outagamie County"
"WI, St Croix",2014,Travel associated,55109,1 to 4,1 to 4,"WI, St. Croix County"
"WI, Waukesha",2014,Travel associated,55133,1 to 4,1 to 4,"WI, Waukesha County"
"VI, St. Thomas",2014,Travel associated,78030,1 to 4,1 to 4,"VI, Saint Thomas Island"
"AZ, Maricopa",2014,Travel associated,04013,18,5 to 49,"AZ, Maricopa County"
"AZ, Pima",2014,Travel associated,04019,6,5 to 49,"AZ, Pima County"
"CA, Alameda",2014,Travel associated,06001,5,5 to 49,"CA, Alameda County"
"CA, Los Angeles",2014,Travel associated,06037,37,5 to 49,"CA, Los Angeles County"
"CA, Orange",2014,Travel associated,06059,15,5 to 49,"CA, Orange County"
"CA, Riverside",2014,Travel associated,06065,6,5 to 49,"CA, Riverside County"
"CA, San Bernardino",2014,Travel associated,06071,7,5 to 49,"CA, San Bernardino County"
"CA, San Diego",2014,Travel associated,06073,8,5 to 49,"CA, San Diego County"
"CA, San Francisco",2014,Travel associated,06075,7,5 to 49,"CA, San Francisco, City and County of"
"CA, San Mateo",2014,Travel associated,06081,7,5 to 49,"CA, San Mateo County"
"CA, Santa Clara",2014,Travel associated,06085,13,5 to 49,"CA, Santa Clara County"
"CA, Sonoma",2014,Travel associated,06097,5,5 to 49,"CA, Sonoma County"
"FL, Broward",2014,Travel associated,12011,8,5 to 49,"FL, Broward County"
"FL, Hillsborough",2014,Travel associated,12057,6,5 to 49,"FL, Hillsborough County"
"FL, Miami-Dade",2014,Travel associated,12086,33,5 to 49,"FL, Miami-Dade County"
"FL, Palm Beach",2014,Travel associated,12099,6,5 to 49,"FL, Palm Beach County"
"HI, Honolulu",2014,Travel associated,15003,7,5 to 49,"HI, Honolulu, City and County of"
"MA, Suffolk",2014,Travel associated,25025,8,5 to 49,"MA, Suffolk County"
"NJ, Bergen",2014,Travel associated,34003,9,5 to 49,"NJ, Bergen County"
"NJ, Essex",2014,Travel associated,34013,9,5 to 49,"NJ, Essex County"
"NJ, Hudson",2014,Travel associated,34017,16,5 to 49,"NJ, Hudson County"
"NJ, Middlesex",2014,Travel associated,34023,6,5 to 49,"NJ, Middlesex County"
"NJ, Monmouth",2014,Travel associated,34025,10,5 to 49,"NJ, Monmouth County"
"NJ, Passaic",2014,Travel associated,34031,9,5 to 49,"NJ, Passaic County"
"NY, Bronx",2014,Travel associated,36005,9,5 to 49,"NY, Bronx County"
"NY, New York",2014,Travel associated,36061,23,5 to 49,"NY, New York County"
"NY, Queens",2014,Travel associated,36081,5,5 to 49,"NY, Queens County"
"NY, Suffolk",2014,Travel associated,36103,5,5 to 49,"NY, Suffolk County"
"NY, Westchester",2014,Travel associated,36119,6,5 to 49,"NY, Westchester County"
"TX, Harris",2014,Travel associated,48201,11,5 to 49,"TX, Harris County"
"WA, King",2014,Travel associated,53033,6,5 to 49,"WA, King County"
"AZ, Yuma",2014,Travel associated,04027,69,50 to 249,"AZ, Yuma County"
