FullGeoName,Year,Travel status,County,Count,Legend,Notes
"FL, Miami-Dade",2016,Locally acquired,12086,1 to 4,1 to 4,"FL, Miami-Dade County"
"AS, Eastern District",2016,Locally acquired,60010,1 to 4,1 to 4,"AS, Eastern District"
,2016,Locally acquired,68190,1 to 4,1 to 4,"MH, Majuro"
"PR, Adjuntas",2016,Locally acquired,72001,1 to 4,1 to 4,"PR, Adjuntas Municipality"
"PR, Aguada",2016,Locally acquired,72003,1 to 4,1 to 4,"PR, Aguada Municipality"
"PR, Aguas Buenas",2016,Locally acquired,72007,1 to 4,1 to 4,"PR, Aguas Buenas Municipality"
"PR, Aibonito",2016,Locally acquired,72009,1 to 4,1 to 4,"PR, Aibonito Municipality"
"PR, Anasco",2016,Locally acquired,72011,1 to 4,1 to 4,"PR, Anasco Municipality"
"PR, Arecibo",2016,Locally acquired,72013,1 to 4,1 to 4,"PR, Arecibo Municipality"
"PR, Barranquitas",2016,Locally acquired,72019,1 to 4,1 to 4,"PR, Barranquitas Municipality"
"PR, Cabo Rojo",2016,Locally acquired,72023,1 to 4,1 to 4,"PR, Cabo Rojo Municipality"
"PR, Camuy",2016,Locally acquired,72027,1 to 4,1 to 4,"PR, Camuy Municipality"
"PR, Canovanas",2016,Locally acquired,72029,1 to 4,1 to 4,"PR, Canovanas Municipality"
"PR, Catano",2016,Locally acquired,72033,1 to 4,1 to 4,"PR, Catano Municipality"
"PR, Cayey",2016,Locally acquired,72035,1 to 4,1 to 4,"PR, Cayey Municipality"
"PR, Ceiba",2016,Locally acquired,72037,1 to 4,1 to 4,"PR, Ceiba Municipality"
"PR, Coamo",2016,Locally acquired,72043,1 to 4,1 to 4,"PR, Coamo Municipality"
"PR, Comerio",2016,Locally acquired,72045,1 to 4,1 to 4,"PR, Comerio Municipality"
"PR, Corozal",2016,Locally acquired,72047,1 to 4,1 to 4,"PR, Corozal Municipality"
"PR, Dorado",2016,Locally acquired,72051,1 to 4,1 to 4,"PR, Dorado Municipality"
"PR, Fajardo",2016,Locally acquired,72053,1 to 4,1 to 4,"PR, Fajardo Municipality"
"PR, Guayama",2016,Locally acquired,72057,1 to 4,1 to 4,"PR, Guayama Municipality"
"PR, Guayanilla",2016,Locally acquired,72059,1 to 4,1 to 4,"PR, Guayanilla Municipality"
"PR, Hatillo",2016,Locally acquired,72065,1 to 4,1 to 4,"PR, Hatillo Municipality"
"PR, Isabela",2016,Locally acquired,72071,1 to 4,1 to 4,"PR, Isabela Municipality"
"PR, Jayuya",2016,Locally acquired,72073,1 to 4,1 to 4,"PR, Jayuya Municipality"
"PR, Juncos",2016,Locally acquired,72077,1 to 4,1 to 4,"PR, Juncos Municipality"
"PR, Luquillo",2016,Locally acquired,72089,1 to 4,1 to 4,"PR, Luquillo Municipality"
"PR, Manati",2016,Locally acquired,72091,1 to 4,1 to 4,"PR, Manati Municipality"
"PR, Maricao",2016,Locally acquired,72093,1 to 4,1 to 4,"PR, Maricao Municipality"
"PR, Mayaguez",2016,Locally acquired,72097,1 to 4,1 to 4,"PR, Mayaguez Municipality"
"PR, Moca",2016,Locally acquired,72099,1 to 4,1 to 4,"PR, Moca Municipality"
"PR, Morovis",2016,Locally acquired,72101,1 to 4,1 to 4,"PR, Morovis Municipality"
