FullGeoName,Year,Travel status,County,Count,Legend,Notes
"FL, Broward",2015,Locally acquired,12011,1 to 4,1 to 4,"FL, Broward County"
"PR, Anasco",2015,Locally acquired,72011,1 to 4,1 to 4,"PR, Anasco Municipality"
"PR, Arecibo",2015,Locally acquired,72013,1 to 4,1 to 4,"PR, Arecibo Municipality"
"PR, Bayamon",2015,Locally acquired,72021,1 to 4,1 to 4,"PR, Bayamon Municipality"
"PR, Caguas",2015,Locally acquired,72025,1 to 4,1 to 4,"PR, Caguas Municipality"
"PR, Canovanas",2015,Locally acquired,72029,1 to 4,1 to 4,"PR, Canovanas Municipality"
"PR, Catano",2015,Locally acquired,72033,1 to 4,1 to 4,"PR, Catano Municipality"
"PR, Comerio",2015,Locally acquired,72045,1 to 4,1 to 4,"PR, Comerio Municipality"
"PR, Guayama",2015,Locally acquired,72057,1 to 4,1 to 4,"PR, Guayama Municipality"
"PR, Guayanilla",2015,Locally acquired,72059,1 to 4,1 to 4,"PR, Guayanilla Municipality"
"PR, Guaynabo",2015,Locally acquired,72061,1 to 4,1 to 4,"PR, Guaynabo Municipality"
"PR, Hatillo",2015,Locally acquired,72065,1 to 4,1 to 4,"PR, Hatillo Municipality"
"PR, Juana Diaz",2015,Locally acquired,72075,1 to 4,1 to 4,"PR, Juana Diaz Municipality"
"PR, Lajas",2015,Locally acquired,72079,1 to 4,1 to 4,"PR, Lajas Municipality"
"PR, Las Piedras",2015,Locally acquired,72085,1 to 4,1 to 4,"PR, Las Piedras Municipality"
"PR, Moca",2015,Locally acquired,72099,1 to 4,1 to 4,"PR, Moca Municipality"
"PR, Morovis",2015,Locally acquired,72101,1 to 4,1 to 4,"PR, Morovis Municipality"
"PR, Ponce",2015,Locally acquired,72113,1 to 4,1 to 4,"PR, Ponce Municipality"
"PR, Rio Grande",2015,Locally acquired,72119,1 to 4,1 to 4,"PR, Rio Grande Municipality"
"PR, Sabana Grande",2015,Locally acquired,72121,1 to 4,1 to 4,"PR, Sabana Grande Municipality"
"PR, San Sabastian",2015,Locally acquired,72131,1 to 4,1 to 4,"PR, San Sebastian Municipality"
"PR, Toa Alta",2015,Locally acquired,72135,1 to 4,1 to 4,"PR, Toa Alta Municipality"
"PR, Toa Baja",2015,Locally acquired,72137,1 to 4,1 to 4,"PR, Toa Baja Municipality"
"PR, Trujillo Alto",2015,Locally acquired,72139,1 to 4,1 to 4,"PR, Trujillo Alto Municipality"
"PR, Vega Alta",2015,Locally acquired,72143,1 to 4,1 to 4,"PR, Vega Alta Municipality"
"PR, Vega Baja",2015,Locally acquired,72145,1 to 4,1 to 4,"PR, Vega Baja Municipality"
"VI, St. Croix",2015,Locally acquired,78010,1 to 4,1 to 4,"VI, Saint Croix Island"
"PR, Carolina",2015,Locally acquired,72031,8,5 to 49,"PR, Carolina Municipality"
"PR, San Juan",2015,Locally acquired,72127,12,5 to 49,"PR, San Juan Municipality"
"HI, Hawaii",2015,Locally acquired,15001,198,50 to 249,"HI, Hawaii County"
