FullGeoName,Year,Travel status,County,Count,Legend,Notes
"FL, Miami-Dade",2018,Locally acquired,12086,1 to 4,1 to 4,"FL, Miami-Dade County"
"NC, Orange",2018,Locally acquired,37135,1 to 4,1 to 4,"NC, Orange County; In 2018, laboratory acquired case."
"TX, Starr",2018,Locally acquired,48427,1 to 4,1 to 4,"TX, Starr County"
"PR, Caguas",2018,Locally acquired,72025,1 to 4,1 to 4,"PR, Caguas Municipality"
"PR, Ponce",2018,Locally acquired,72113,1 to 4,1 to 4,"PR, Ponce Municipality"
"AS, Eastern District",2018,Locally acquired,60010,54,50 to 249,"AS, Eastern District"
"AS, Tutuila",2018,Locally acquired,60050,96,50 to 249,"AS, Western District"
