FullGeoName,Year,Travel status,County,Count,Legend,Notes
"PR, Ponce",2013,Locally acquired,72113,119,50 to 249,"PR, Ponce Municipality"
"PR, Quebradillas",2013,Locally acquired,72115,100,50 to 249,"PR, Quebradillas Municipality"
"PR, Rio Grande",2013,Locally acquired,72119,74,50 to 249,"PR, Rio Grande Municipality"
"PR, San German",2013,Locally acquired,72125,169,50 to 249,"PR, San German Municipality"
"PR, Toa Alta",2013,Locally acquired,72135,147,50 to 249,"PR, Toa Alta Municipality"
"PR, Toa Baja",2013,Locally acquired,72137,140,50 to 249,"PR, Toa Baja Municipality"
"PR, Trujillo Alto",2013,Locally acquired,72139,198,50 to 249,"PR, Trujillo Alto Municipality"
"PR, Utuado",2013,Locally acquired,72141,106,50 to 249,"PR, Utuado Municipality"
"PR, Vega Alta",2013,Locally acquired,72143,55,50 to 249,"PR, Vega Alta Municipality"
"PR, Vega Baja",2013,Locally acquired,72145,113,50 to 249,"PR, Vega Baja Municipality"
"PR, Villalba",2013,Locally acquired,72149,76,50 to 249,"PR, Villalba Municipality"
"VI, St. Croix",2013,Locally acquired,78010,139,50 to 249,"VI, Saint Croix Island"
"PR, Aguada",2013,Locally acquired,72003,409,250+,"PR, Aguada Municipality"
"PR, Aguadilla",2013,Locally acquired,72005,299,250+,"PR, Aguadilla Municipality"
"PR, Anasco",2013,Locally acquired,72011,350,250+,"PR, Anasco Municipality"
"PR, Arecibo",2013,Locally acquired,72013,377,250+,"PR, Arecibo Municipality"
"PR, Bayamon",2013,Locally acquired,72021,530,250+,"PR, Bayamon Municipality"
"PR, Cabo Rojo",2013,Locally acquired,72023,405,250+,"PR, Cabo Rojo Municipality"
"PR, Caguas",2013,Locally acquired,72025,303,250+,"PR, Caguas Municipality"
"PR, Carolina",2013,Locally acquired,72031,375,250+,"PR, Carolina Municipality"
"PR, Isabela",2013,Locally acquired,72071,311,250+,"PR, Isabela Municipality"
"PR, Mayaguez",2013,Locally acquired,72097,683,250+,"PR, Mayaguez Municipality"
"PR, Moca",2013,Locally acquired,72099,296,250+,"PR, Moca Municipality"
"PR, Rincon",2013,Locally acquired,72117,304,250+,"PR, Rincon Municipality"
"PR, San Juan",2013,Locally acquired,72127,872,250+,"PR, San Juan Municipality"
"PR, San Sabastian",2013,Locally acquired,72131,324,250+,"PR, San Sebastian Municipality"
