FullGeoName,Year,Travel status,County,Count,Legend,Notes
"TX, Cameron",2020,Locally acquired,48061,1 to 4,1 to 4,"TX, Cameron County"
"GU, Guam",2020,Locally acquired,66010,1 to 4,1 to 4,"GU, Guam"
"PR, Adjuntas",2020,Locally acquired,72001,1 to 4,1 to 4,"PR, Adjuntas Municipality"
"PR, Aguada",2020,Locally acquired,72003,1 to 4,1 to 4,"PR, Aguada Municipality"
"PR, Aguas Buenas",2020,Locally acquired,72007,1 to 4,1 to 4,"PR, Aguas Buenas Municipality"
"PR, Aibonito",2020,Locally acquired,72009,1 to 4,1 to 4,"PR, Aibonito Municipality"
"PR, Anasco",2020,Locally acquired,72011,1 to 4,1 to 4,"PR, Anasco Municipality"
"PR, Arecibo",2020,Locally acquired,72013,1 to 4,1 to 4,"PR, Arecibo Municipality"
"PR, Barceloneta",2020,Locally acquired,72017,1 to 4,1 to 4,"PR, Barceloneta Municipality"
"PR, Camuy",2020,Locally acquired,72027,1 to 4,1 to 4,"PR, Camuy Municipality"
"PR, Catano",2020,Locally acquired,72033,1 to 4,1 to 4,"PR, Catano Municipality"
"PR, Coamo",2020,Locally acquired,72043,1 to 4,1 to 4,"PR, Coamo Municipality"
"PR, Comerio",2020,Locally acquired,72045,1 to 4,1 to 4,"PR, Comerio Municipality"
"PR, Corozal",2020,Locally acquired,72047,1 to 4,1 to 4,"PR, Corozal Municipality"
"PR, Culebra",2020,Locally acquired,72049,1 to 4,1 to 4,"PR, Culebra Municipality"
"PR, Fajardo",2020,Locally acquired,72053,1 to 4,1 to 4,"PR, Fajardo Municipality"
"PR, Florida",2020,Locally acquired,72054,1 to 4,1 to 4,"PR, Florida Municipality"
"PR, Hatillo",2020,Locally acquired,72065,1 to 4,1 to 4,"PR, Hatillo Municipality"
"PR, Isabela",2020,Locally acquired,72071,1 to 4,1 to 4,"PR, Isabela Municipality"
"PR, Juana Diaz",2020,Locally acquired,72075,1 to 4,1 to 4,"PR, Juana Diaz Municipality"
"PR, Juncos",2020,Locally acquired,72077,1 to 4,1 to 4,"PR, Juncos Municipality"
"PR, Loiza",2020,Locally acquired,72087,1 to 4,1 to 4,"PR, Loiza Municipality"
"PR, Luquillo",2020,Locally acquired,72089,1 to 4,1 to 4,"PR, Luquillo Municipality"
"PR, Manati",2020,Locally acquired,72091,1 to 4,1 to 4,"PR, Manati Municipality"
"PR, Mayaguez",2020,Locally acquired,72097,1 to 4,1 to 4,"PR, Mayaguez Municipality"
"PR, Morovis",2020,Locally acquired,72101,1 to 4,1 to 4,"PR, Morovis Municipality"
"PR, Patillas",2020,Locally acquired,72109,1 to 4,1 to 4,"PR, Patillas Municipality"
"PR, Quebradillas",2020,Locally acquired,72115,1 to 4,1 to 4,"PR, Quebradillas Municipality"
"PR, Rincon",2020,Locally acquired,72117,1 to 4,1 to 4,"PR, Rincon Municipality"
"PR, Sabana Grande",2020,Locally acquired,72121,1 to 4,1 to 4,"PR, Sabana Grande Municipality"
"PR, Salinas",2020,Locally acquired,72123,1 to 4,1 to 4,"PR, Salinas Municipality"
"PR, San German",2020,Locally acquired,72125,1 to 4,1 to 4,"PR, San German Municipality"
"PR, San Lorenzo",2020,Locally acquired,72129,1 to 4,1 to 4,"PR, San Lorenzo Municipality"
"PR, San Sabastian",2020,Locally acquired,72131,1 to 4,1 to 4,"PR, San Sebastian Municipality"
"PR, Santa Isabel",2020,Locally acquired,72133,1 to 4,1 to 4,"PR, Santa Isabel Municipality"
"PR, Utuado",2020,Locally acquired,72141,1 to 4,1 to 4,"PR, Utuado Municipality"
"PR, Vega Alta",2020,Locally acquired,72143,1 to 4,1 to 4,"PR, Vega Alta Municipality"
"PR, Vega Baja",2020,Locally acquired,72145,1 to 4,1 to 4,"PR, Vega Baja Municipality"
"PR, Villalba",2020,Locally acquired,72149,1 to 4,1 to 4,"PR, Villalba Municipality"
"PR, Yabucoa",2020,Locally acquired,72151,1 to 4,1 to 4,"PR, Yabucoa Municipality"
"PR, Yauco",2020,Locally acquired,72153,1 to 4,1 to 4,"PR, Yauco Municipality"
"FL, Miami-Dade",2020,Locally acquired,12086,6,5 to 49,"FL, Miami-Dade County"
"TX, Hidalgo",2020,Locally acquired,48215,5,5 to 49,"TX, Hidalgo County"
"TX, Webb",2020,Locally acquired,48479,5,5 to 49,"TX, Webb County"
"PR, Caguas",2020,Locally acquired,72025,24,5 to 49,"PR, Caguas Municipality"
"PR, Canovanas",2020,Locally acquired,72029,15,5 to 49,"PR, Canovanas Municipality"
"PR, Dorado",2020,Locally acquired,72051,6,5 to 49,"PR, Dorado Municipality"
"PR, Guayama",2020,Locally acquired,72057,7,5 to 49,"PR, Guayama Municipality"
"PR, Guaynabo",2020,Locally acquired,72061,32,5 to 49,"PR, Guaynabo Municipality"
"PR, Gurabo",2020,Locally acquired,72063,5,5 to 49,"PR, Gurabo Municipality"
"PR, Humacao Municipality",2020,Locally acquired,72069,7,5 to 49,"PR, Humacao Municipality"
"PR, Las Piedras",2020,Locally acquired,72085,8,5 to 49,"PR, Las Piedras Municipality"
"PR, Naranjito",2020,Locally acquired,72105,10,5 to 49,"PR, Naranjito Municipality"
"PR, Ponce",2020,Locally acquired,72113,7,5 to 49,"PR, Ponce Municipality"
"PR, Rio Grande",2020,Locally acquired,72119,18,5 to 49,"PR, Rio Grande Municipality"
"PR, Toa Alta",2020,Locally acquired,72135,8,5 to 49,"PR, Toa Alta Municipality"
"PR, Toa Baja",2020,Locally acquired,72137,24,5 to 49,"PR, Toa Baja Municipality"
"PR, Trujillo Alto",2020,Locally acquired,72139,36,5 to 49,"PR, Trujillo Alto Municipality"
"FL, Monroe",2020,Locally acquired,12087,65,50 to 249,"FL, Monroe County"
,2020,Locally acquired,64060,50,50 to 249,"FM, Yap"
,2020,Locally acquired,70001,70,50 to 249,"PW, Unk"
"PR, Bayamon",2020,Locally acquired,72021,54,50 to 249,"PR, Bayamon Municipality"
"PR, Carolina",2020,Locally acquired,72031,58,50 to 249,"PR, Carolina Municipality"
"PR, San Juan",2020,Locally acquired,72127,379,250+,"PR, San Juan Municipality"
